body,number,time,user
La construction du projet a été suffisamment approfondie pour faire confiance au projet et faire de nos deux stations des emblèmes de pointe .,2666,2025-04-29 08:24:00,Anonyme
"Consultation biaisée. 
On peut donner son avis autant de fois que l’on veut ????
Je trouve qu’il y a beaucoup d’opposants alors que lorsqu’on discute du projet dans la rue les avis sont moins marqués. 
C’est étrange non?",2665,2025-04-29 08:24:00,Anonyme
"Pour le projet, la diversification des activités en moyenne montagne est une très bonne chose",2664,2025-04-29 08:24:00,Anonyme
"Un non sens écologique, une ABERRATION et un déni des valeurs de moyenne montagne, surtout pour un massif si symbolique dans notre histoire...
Tout simplement CONTRE",2663,2025-04-29 08:22:00,Anonymisé
Je suis contre le projet Parker pas conforme à ce que représente le Vercors pour moi.,2662,2025-04-29 08:22:00,Anonymisé
"Je suis contre ce projet qui va denaturiser cette petite station familiale et faire du tort aux anciens logements pour la location . Trop de touristes tue le touristes . 
Déjà en saison il n’y a pas assez de places pour les voitures Villard n’a pas la capacité d accueillir autant de monde . 
Donc je suis contre ce projet .",2661,2025-04-29 08:21:00,Anonymisé
"Développement les riches en veulent toujours plus…
Je suis contre. Laissez nous tranquille svp",2310,2025-04-28 18:27:00,Anonyme
"Non  au projet « Parker »  totalement incohérent par rapport à son environnement il ne correspond en rien au positionnement de Villard et détruirait durablement les équilibres économiques écologiques et humains du territoire 
Comment a t’on pu laisser se developer une telle folie",2309,2025-04-28 18:27:00,Anonymisé
"Je viens exprimer mon opposition au projet Ananda resort de Mr Tony Parker à Villars de Lans, ce projet est inadapté à notre beau Vercors, d'autres solutions sont envisageables pour conserver des activités en harmonie avec ce bel espace naturel. Recevez mes salutations citoyennes.
Colette Mittard-Boyadjian",2308,2025-04-28 18:26:00,Anonymisé
Non… C’est pas possible de tout casser au nom de quelques riches businessmans…,2307,2025-04-28 18:25:00,Anonyme
Je suis contre,2306,2025-04-28 18:25:00,Anonyme
"je suis opposée à ce projet : 
- pas d'impact positif pour les villardiens puisque tout est prévu pour que les résidents de l'UTN ne sortent pas  de leur résidence ; multiplication d'équipements sportifs  au détriment des équipements existants qu'il faudrait plutôt rénover (piscines entre autres) pour le bénéfice des habitants permanents et touristes. Il serait préférable d'envisager un projet  s'appuyant sur l'offre touristique existante et privilégiant la sauvegarde et le développement de l'identité Vercors, le tourisme nature sportif outdoor et familial
- que deviendra le site dans 20 ans à la fin de l'exploitation par un opérateur privé? voir même avant si les objectifs de lits chauds ne sont pas atteints, comme c'est arrivé dans d'autres stations?
- le problème d'alimentation en eau généré par de nouvelles piscines, spas, et autant de lits touristiques ( VIllard et COrrençon) me semblent sous estimés car les scénarios ne semblent pas prendre en compte la baisse du  bilan hydrique annuel déjà constaté et l'augmentation prévue des périodes de sécheresses notamment estivales
- le projet mentionne des activités 4 saisons mais ce qui est mis en avant est le tourisme hivernal avec l’enneigement artificiel. Comment peut-on encore privilégier le développement du tourisme hivernal dans une stationde moyenne altitude à l'heure du réchauffement climatique? comment peut on raisonner sur une couverture nivale de 6 mois alors que les températures hivernales sont de moins en moins froides et que les épisodes de vent du sud sont de plus en plus fréquents? Comment peut on envisager une augmentation des besoins en eau de 150 000m3 à 420 000 m3/an pour de l'enneigement artificiel alors que dans un même temps il est constaté une baisse du bilan hydrique annuel et que l'eau nécesaire est de l'eau potable? Car l'analyse des sources d'eau actuelles ne tient pas compte de cette baisse du bilan hydrique annuel. 
- Villard de Lans est une zone tendue en matière de logement pour les résidents permanents, mais le projet ne prévoit que 20 logements de travailleurs saisonniers du site, le reste étant des logements touristiques, donc rien pour l'habitat permanent

le Vercors a jusque là globalement évité le développement de stations artificielles, s'appuyant sur son histoire, son patrimoine architectural et culturel, pour offrir un tourisme nature authentique. Il est dommage de brouiller cette image. IL me semble que ce projet correspond à des valeurs d'une autre époque, loin de la recherche d'authenticité et de nature préservée des touristes actuels.",2305,2025-04-28 18:24:00,Anonyme
"Le projet de tony Parker est un très bon projet pour Villard. Aujourd'hui, il n'y a pratiquement plus d'hôtel sur Villard. ce projet permettrait de combler ce manque. Il n'y a plus de structures pour accueillir des séminaires ou des congrès. C'est aussi une opportunité pour des futurs emplois à créer  sur Villard. De plus quand on voit les résidences secondaires, occupées 8 à 10 jours par an, cette résidence pourrait accueillir des clients 8 à 10 mois sur 12. tous les commerces bénéficieraient de ces séjours.",2304,2025-04-28 18:20:00,Anonymisé
"Je suis totalement opposée au projet de construction sur le site des Arolles à Correncon et de celui de construction sur le parking public de la Cote 2000 à Villard pour de multiples raisons:
- Projets inadaptés au territoire  
-Absence manifeste de volonté de cumuler les impacts de ces deux projets (  proches de moins de 4 km): même voie de circulation déjà très encombrée les jours d’affluence
-Et refus d’études d’impacts réclamées par la MRAE et le Conseil Scientifique du Parc
-Manque de communication avec les habitants 
-8600 m2 de construction en bordure directe du Parc Régional à Correncon plus 17800 m2  à Villard 

Le slogan quand on arrive dans le Vercors est :
“Le Vercors prend soin de vous 
Prenez soin de lui …”
Arrêtons ces projets pour prendre soin de notre magnifique territoire qui mérite mieux !

Une habitante à l’année du plateau .",2303,2025-04-28 18:18:00,Anonyme
"C'est un projet financier hors sol digne des années 60/70 avec un impact écologique désastreux (béton, ressources en eau, circulation automobiles...)
Aucune originalité dans ce projet avec un resort réservé à une clientèle aisée comme en en trouve partout à travers le monde.
Le Vercors doit être préservé, respecté et accessible.",2302,2025-04-28 18:12:00,Anonyme
"Je trouve ce projet complètement disproportionné par rapport au massif du Vercors. Je suis donc contre ce projet très dispendieux. J'ajoute que je suis également adhérent à Mountain Wilderness.

Bernard Mathieu",2301,2025-04-28 18:09:00,Anonymisé
"Je suis contre, c'est une aberration écologique",1440,2025-04-21 00:27:00,Anonymisé
Ce projet est une aberration écologique et économique. La montagne n'est pas un parc d'attraction. Je suis contre.,1439,2025-04-21 00:21:00,Anonymisé
"Le projet Tony Parker est une aberration absolue sur tous les plans. 
1/ sur le plan environnemental : alors que le Vercors et son parc naturel régional est un espace reconnu nationalement pour sa richesse écologique, le projet Tony Parker aura un impact délétère sur l’environnement : sur-consommation en eau, gaz à effet de serre, etc. Ce projet est complètement anachronique de ce point de vue. 

2/ sur le plan sociologique : la population du plateau est une population familiale qui recherche avant tout calme et proximité avec une nature préservée, soit une population diamétralement opposée à la population que souhaite attirer Tony Parker avec son complexe hôtelier. Pour rappel, le projet de casino à Lans en Vercors a dû par le passé être annulé suite a l’opposition de la population locale. 

3/ sur le plan économique : il y a déjà de nombreux logements inoccupés sur le site Cote 2000 entre la résidence des Glovettes et le Balcon de Villard. Qu’est ce qui justifie de construire 700 lits supplémentaires ? 
Quelle peut être la viabilité économique a long terme dans ce contexte ? Le priorité doit être la réhabilitation de l’existant. 

4/ sur le plan de la crédibilité du financement : Tony Parker est entouré de partenaires financiers douteux et son club l’Asvel était endetté à hauteur de 7 millions d’euros en 2023 et s’est vu imposé des sanctions par la DNCCG (pourtant le basket c’est son domaine !) Dans ce contexte quelle garantie a t on sur la crédibilité des investisseurs ?

Bref ce projet est un non sens écologique, économique et societal qu’il faut de toute urgence abandonner !",1438,2025-04-20 23:32:00,Anonyme
"Je suis contre. La montagne n'est pas un parc d'attraction et l'avenir de la montagne est trop fragile pour chercher a s'y faire uniquement de l'argent a court terme. 
Merci de relire les rapports scientifiques et celui du GIEC.",1437,2025-04-20 23:21:00,Anonymisé
"Renouvellement des 320 places de parkings ?

Il est mis en avant que le remplacement du Parking Public gratuit de 320 places sera remplacé par un Parking Privé payant. 
On découvre dans l'acte de vente du parking 1 que la pénalité a ne pas construire une place de parking est de 1000 €  alors que la vente espérée de chaque place est de 25 à 35 000 € et le coût de construction est estimé à 22 000 € par place ! (cf l'offre de vente de la société ORPI adressée à tous les propriétaires des Balcons). 
On peut supposer que la réalité économique de la construction prendra le pas sur l'obligation (dérogeable) avec si peu de contrainte et qu’il y aura une perte de place pour l’exploitant de la station et de skieurs ... où qu'ils iront se garer ailleurs.
Imaginons, combien de temps il faudrait pour rentabiliser une place dont le coût de construction est à 22 000€ ... 1600 jours de location à 14 € sachant qu'une saison fait 100 jours (imaginons que le parking soit plein) ça fait 15 ans sans compter les frais et taxes ... on dépasse les 25 ans pour commencer à gagner de l'argent ! Qui voudra financer un tel investissement ? 
Avec ce rapide calcul, on voit qu'il est beaucoup plus rentable de vendre les places à 25/35 000 € ou de ne pas les construire !
Toutes les places non construites se retrouveront comme des contraintes pour les communes : navettes complémentaires, parkings à construire, circulation pour aller sur Corrençon !
Même là, on voit qu'il y a un problème dans la contractualisation du projet !
Arrêtons le massacre !",1436,2025-04-20 23:12:00,Anonyme
Je suis contre ce projet qui va défigurer les beaux paysages du Vercors !,1435,2025-04-20 23:04:00,Anonyme
"Ayant passé toute ma jeunesse sur le plateau que ce soit l'hiver comme l'été, je suis contre ce projet qui n'a aucun sens et qui va défiguré a jamais la station. Plutôt que vouloir créer des nouveaux lits, il serait plus intelligent de rénover le balcon afin de le redynamiser.",1434,2025-04-20 22:36:00,Anonyme
Donne avis défavorable à la demande d'autorisation de création d'une Unité Touristique Nouvelle Structurante sur la commune de Villard de Lans,1433,2025-04-20 22:34:00,Anonymisé
"La clientèle 4* est un peu contre-nature au regard du caractère sauvage du Vercors.
Pourquoi créer un pole d'activité inodore et des parkings alors que l'accès à la nature doit être privilégiée et protégée. Je suis tout simplement contre ce projet qui n'apportera rien au Vercors, à Villard de Lans.",1432,2025-04-20 22:22:00,Anonymisé
La montagne à besoin d'une économie locale et d'un tourisme éco responsable. Et non d'investissements massifs tournés vers le passé.,1431,2025-04-20 22:15:00,Anonymisé
Positif sur le projet,820,2025-04-07 13:28:00,Anonyme
Je suis favorable à ce projet de développement touristique dans une vision 4 saison5,819,2025-04-07 13:27:00,Anonyme
"Favorable au projet proposé. Les équipements de la station sont vieillissants, la qualité des prestations en baisse. Il faut investir et redynamiser cette belle station familiale. Le projet se réalise sur une zone déjà goudronnée, en prenant en compte les résidences déjà en place.",818,2025-04-07 13:06:00,Anonyme
"Bravo pour cette UTN qui va permettre de garder la vie dans nos vallées et nos montagnes !
Tout à fait favorable !",817,2025-04-07 11:57:00,Anonyme
Je penses que c est un très beau projet qui permettra de redynamiser la station. Je pense que ça permettra  de redonner encore plus d emploie et avoir une station 4 saison  sera qu un plus  pour notre si belle.region,816,2025-04-07 10:17:00,Anonyme
Je penses que c est un très beau projet qui permettra de redynamiser la station. Je pense que ça permettra  de redonner encore plus d emploie et avoir une station 4 saison  sera qu un plus  pour notre si belle.region,815,2025-04-07 10:15:00,Anonyme
J'accepte et j'encourage vivement ce projet qui apportera un nouveau dynamisme à notre station.,814,2025-04-07 09:40:00,Anonyme
"Quand le Parker a fait son acquisition, normalement c'était 400 lits, ce qui était raisonnable, pas besoin de boutiques supplémentaires, il y a le balcon, et en + cela leur ferait un supplément de revenus, vous créez des boutiques en faisant croire à de nouveaux postes, mais comme vous risquez avec celà de tuer le peu de boutiques au balcon, c'est complètement absurde, on essaye de nous faire croire, plus d'embauche, plus de revenus, et puis le reste les infrastructures routières, de la folie, vous croyez qu'ils vont montrer les riches espérés quand ils devront faire un bouchon de plusieurs heures pour arriver à destination ! A ils arriveront peut-être en hélicoptère, il faut s'attendre à tout avec Mr Parker, ce Mr qui aime la montagne authentique, mais que je rigole quand je repense à celà, il nous a bien eu, mais dès qu'il aura vendu déjà ce terrain, et bien il fera le nécessaire pour faire de même pour la SELVC, pour porter ses billes ailleurs ! Ce Mr son seul projet c'est engendrer du fric, l'environnement, la montagne, l'équilibre entre la faune, flore, et les habitants, il s'en fout.",813,2025-04-07 09:21:00,Anonyme
"Favorable au projet
Pas d'argent public investi avec des retombées positives pour la collectivité sur le long terme ( TLE, taxe de séjour, emploi etc....)
Pas d'artificialisation des sols, parking goudronné ( voir renaturalisation )
Plus de place de stationnement qu'auparavant 600 au lieu de 300 ( confort d'acceuil )
impact minime 700 lits sur les 20 000 déjà existant
Possibilité d'acceuil de groupe ( inexistant aujourd'hui )
ETC .....
Je ne comprend pas cette haine locale crée par ces quelques néo-habitants. Sur le fond il n'y a aucun risque pour les Villardiens à part peut etre réussir à passer ce cap....
En espérant que ce projet voit le jour pour nos enfants !",812,2025-04-07 07:53:00,Anonyme
"Ce projet est complètement ""à côté de la plaque"", il faut être complètement inconscient et en dehors de la réalité (économique et environnementale) pour réaliser et soutenir ce type de projet. Il est certain que ça ne fonctionnera pas et que nous nous retrouverons avec ces infrastructures sur les bras.",811,2025-04-07 07:37:00,Anonyme
"Contre. Il devient urgent à préserver les sites et leurs environnements intacts, préserver la biodiversité sans pollutions sous toutes les formes.",2160,2025-04-28 14:54:00,Anonyme
"Tony Parker n'a pas les compétences pour bâtir un tel projet, ni la conscience pour mesurer ses conséquences sociales et environnementales.",2159,2025-04-28 14:54:00,Anonyme
Je suis contre le projet Tony Parker à Villard de Lens. Projet insensé !,2158,2025-04-28 14:53:00,Anonyme
Je suis contre le projet Tony Parker de Villard de Lans.,2157,2025-04-28 14:52:00,Anonymisé
Totalment contre ce projet qui defigurera la montagne et le magnifique Vercors. Toute structure touristique saisonnière est une aberration.,2156,2025-04-28 14:50:00,Anonyme
"Il est écrit ""cette offre permet de répondre aux nouvelles attentes de la clientèle en quête de bien-être"" mais ce projet ne tient pas compte des besoins locaux des personnes et très insuffisamment des conséquences écologiques générés. Le gigantisme n'est plus source de bien être!",2155,2025-04-28 14:46:00,Anonyme
"Ce projet est intégralement pensé sur le court terme et par des personnes qui ne sont pas réellement implantées et impactées par la vie du territoire. Ce projet va complètement à l'encontre des perspectives d'avenir du Vercors, sur les plans écologiques, humains, et même financiers. Cela semble appétissant de faire venir plus de monde aujourd'hui, mais si les paysages se dégradent (plus de neige l'hiver, faune et flore qui partent à vau-l'eau l'été), il n'y aura plus personne par la suite, donc le court-terme aura définitivement tout détruit. Les enjeux actuels, globaux ET propres aux territoires, demandent au contraire de la mesure, pour la préservation de la nature et du peu d'équilibre qu'il reste dans le Vercors. Et pour le bien des populations permanentes, qui sont déjà bien mises à mal aujourd'hui ! Non à ces projets immobiliers déconnectés de la réalité. Appelons des vraies études d'impact et des projets justes et long-terme !",2154,2025-04-28 14:30:00,Anonymisé
"Villardienne de souche, je suis opposée au projet de l'UTNS de la Côte 2000
Ce projet, couplé à celui du Clos de la Balme à  Corrençon me paraît un non sens par rapport aux valeurs traditionnelles et touristiques du Vercors 
Son empreinte environnementale certaine,son impact sur les ressources en eau  (plus de monde,plus de besoins en eau potable, en neige de synthèse..),sur la circulation motorisée déjà intense et problématique durant certaines périodes de l'année avec son lot de pollution et de nuisances sonores en font pour moi un projet déraisonnable et déconnecté des réalités et préoccupations climatiques et environnementales actuelles",2153,2025-04-28 14:29:00,Anonymisé
"Bonjour, 

Je suis opposé au projet immobilier de Mr Parker. Le tourisme s'est développé depuis de nombreuses années, mais il doit resté à taille humaine. Il ne doit pas s'imposer aux habitudes et usages locaux, il doit s'adapter et se fondre dans la masse.
A l'heure actuelle les problématiques environnementales sont une priorité, et le tourisme n'apportera que des problématiques nouvelles et aggravera celle qui existent déjà ! 
Le projet envisagé n'est là que pour générer des bénéfices à une poignée de millionnaire... et des contraintes pour l'ensemble de la population. 
C'est un projet qui va à l'encontre de l'intérêt général.

Cordialement",2152,2025-04-28 14:25:00,Anonymisé
"Pour le projet 
Monsieur Habert nous explique plus bas, tout ce qu'il faut faire mais ne l'applique même pas à lui même ..... 0 emploi crée, jamais vu dans 1 commerce à Corrençon  et fait venir ses clients de l'autre bout du monde .... Ah ... Ah .... ah !!!!!",2151,2025-04-28 14:12:00,Anonyme
"CONTRE ce projet déraisonnable notamment pour les raisons avancées par l'autorité environnementale
La photo rappelle tristement les horreurs construites en montagne il y a des décennies dont certaines sont aujourd'hui à l'abandon
A l'époque un président de la République avait eu le courage de dire: STOP !",1240,2025-04-18 17:45:00,Anonymisé
"Bonjour,

1) Depuis plus de 50 ans que nous venons dans le Vercors (et résidons en continu toute l’année, certaines années),
le slogan qui résume bien le territoire est « le Vercors tout vert ou tout blanc ».

Depuis 10 ans et probablement pour les années à venir, le « tout blanc » va s’estomper… Et maintenant on veut diminuer le « tout vert » ?
Avouons que cela tourne au « tout gris » et qu’on ne saurait l’apprécier dans nos paysages !

2) Défricher pour faire du gris cadavérique, vide la plupart du temps, sans vitalité  ?
Gris comme les billets de banque que certains vont s’accaparer ?

3) Et la biodiversité conjuguant l’humain, l’animal, le végétal et le minéral ?

« Nature to be commanded must be obeyed » comme dit le grand savant.
Respectons l’Homme et la Nature au lieu de les contraindre au gris !

Visons le long terme ! Non pas l’éphémère spéculation à court terme. Myopie dangereuse…

A suivre.",1239,2025-04-18 17:42:00,Anonyme
"Ce projet est de la spéculation immobilière et n'est pas en adéquation avec l’orientation générale de la nouvelle charte du Parc naturel régional du Vercors, mal-adaptés à l’enjeu majeur du territoire d’y maintenir une vie à l’année pour les habitants en priorité, et complètement hors-sol par rapport à l’identité montagne du Vercors.

Par ailleurs, l'impact avec d’autres projets immobiliers non touristiques du territoire n’a pas été étudié (impacts sur l’eau, la biodiversité, les sols, la pollution, les risques naturels, le paysage, le logement, l’économie etc.), et cela malgré les alertes de la Mission Régionale d’Autorité Environnementale.

De plus le projet est séparé du bourg, alors que le programme Petites villes de demain auquel la commune participe vise à renforcer l’attractivité de ce bourg ; enfin, selon notre association, la priorité est à réhabiliter les logements existants. 

Je suis opposé à ce projet inadapté.
Je fréquente très régulièrement le Vercors et Villard de Lans.",1238,2025-04-18 17:40:00,Anonyme
"Le Vercors, ce n'est pas la tarentaise, arrêtons avec ces projets démesurés, les locaux et les touristes ne cherchent pas ça ici",1237,2025-04-18 17:35:00,Anonymisé
Je suis contre cette proposition démentielle,1236,2025-04-18 17:16:00,Anonyme
je suis contre ce projet démentiel !!!,1235,2025-04-18 17:14:00,Anonyme
"Cette UNTS est bien de nature à accroitre l'offre touristique sur le plateau, et par conséquent son développement économique.
Ceci dit, on pourrait conseiller à Monsieur Parker un investissement qui serait bien plus utile pour les habitants et les entreprises, qui lui aussi serait un facteur de développement du tourisme: le financement d'un téléphérique, partant de Grenoble et arrivant à Villard, voire Corrençon, en passant par St Nizier et Lans. Les déplacements entre le Vercors et la vallée deviennent plus difficiles et dangereux avec la saturation des deux axes disponibles, et le facteur pollution n'est pas à négliger. Eu égard à l'attrait touristique d'un tel équipement, l'investissement serait très rentable pour Monsieur Parker.",1234,2025-04-18 17:04:00,Anonyme
Avis défavorable au projet qui paraît démesuré.....,1233,2025-04-18 16:02:00,Anonyme
Avis défavorable à l'ensemble du projet qui paraît démesuré....,1232,2025-04-18 16:00:00,Anonyme
"Je souhaite exprimer mon opposition totale à l'implantation d'un projet immobilier de luxe à Villard et à Corrençon pour les raisons suivantes :

    - Préservation de l'environnement : Le Vercors est un écosystème fragile, abritant une biodiversité riche. La construction de nouveaux bâtiments pourrait perturber cet équilibre naturel.

  -  Impact sur le paysage : Le projet risque de défigurer encore plus le paysage montagnard, déjà bien abîmé à cet endroit par des bâtiments qui auraient besoin d'une rénovation/réhabilitation complète/restructuration.

    - Consommation des ressources : La construction et l'entretien de logements de luxe nécessitent des ressources considérables, ce qui n'est pas en accord avec les principes de durabilité.

  -  Augmentation du trafic : Un projet immobilier de cette envergure entraînerait une augmentation significative du trafic, nuisant à la tranquillité et à la sécurité de tous. Pour rappel, le village et la station sont DEJA saturés de véhicules l'hiver, sur certaines périodes.

    - Pression sur les infrastructures : Les infrastructures locales (routes, services publics, etc.) ne sont pas conçues pour supporter une telle augmentation de la population, ce qui pourrait dégrader la qualité de vie des résidents.

    - Préservation du cadre de vie : Les projets de luxe attirent souvent une clientèle temporaire, ce qui peut nuire à la cohésion sociale et à l'identité des villages.

    - Réhabilitation des anciens bâtis : Au lieu de construire de nouveaux logements, il serait plus judicieux de réhabiliter les bâtiments anciens du Balcon, qui en ont bien besoin. 

   -  Risques de spéculation immobilière : l'implantation de logements de luxe pourrait entraîner une hausse des prix de l'immobilier, rendant l'accès au logement encore plus difficile pour les habitants locaux.

   -  Impact sur le tourisme durable : Le Vercors est une destination prisée pour son tourisme durable. Un projet immobilier de luxe pourrait détourner cette image et nuire à l'attractivité de la région pour les visiteurs soucieux de l'environnement.

  -   Érosion de l'identité locale : La construction de logements de luxe ne correspond pas au public habituel familial, qui sera rebutée par la nouvelle clientèle. Gagner quelques clients riches pour perdre l'ensemble des autres, c'est un choix élitiste qui est indéfendable. 

    - Diminution de l'accès à la nature : le parking gratuit disparaissant, l'accès sera, une fois de plus, réservée à une clientèle de privilégiés.

  -  Perturbation des habitats naturels : Les travaux de construction vont durer longtemps détruire des habitats essentiels pour la faune locale, mettant en danger certaines espèces.

   -  Augmentation des déchets : Un afflux de nouveaux résidents et de touristes génèrerait une augmentation des déchets, mettant une pression supplémentaire sur les systèmes de gestion des déchets locaux. 

  -   Changement climatique : La construction de nouveaux bâtiments contribue aux émissions de gaz à effet de serre, aggravant ainsi le changement climatique, qui a déjà des impacts significatifs sur les écosystèmes montagnards.

   -  Inadéquation avec les besoins locaux : Le projet de luxe ne répond pas aux besoins en logement abordable pour les habitants, qui souffrent souvent d'un manque d'options accessibles.

  -   Risques de gentrification : L'implantation de logements de luxe peut entraîner une gentrification, où les résidents à faible revenu sont poussés hors de leur communauté en raison de l'augmentation des coûts de la vie.

   -  Manque de transparence : les projets sont entourés d'un manque de transparence. 

   -  Impact sur les services locaux : L'augmentation de la population surchargera encore plus les services de santé et de transport, qui sont déjà bien saturés en saison. 

    - Alternatives de développement durable : Il existe de nombreuses alternatives de développement qui pourraient bénéficier à la communauté tout en préservant l'environnement, comme des projets de logements écologiques ou des initiatives de tourisme durable. Pourquoi ces alternatives sont-elles écartées ?",1231,2025-04-18 15:55:00,Anonymisé
"Ce genre de projets n'a pas sa place dans le Parc Naturel Régional du Vercors. C'est une aberration à l'heure des grands défis liés aux changements climatiques. Le projet est tout sauf durable et va totalement à l'encontre de la sobriété énergétique et architecturale qu'il est nécessaire de mettre en œuvre.
Comment ne pas être révolté face à la folie des grandeurs de ces investisseurs qui cherchent à attirer les plus fortunés dans une surenchère de services et d'infrastructures au sein d'un Parc Naturel Régional? Un non-sens total. On marche sur la tête!
Monsieur Parker, votre projet, on n'en veut pas! Allez construire vos complexes pour ultra-riches dans les pays du Golfe, ils adorent ce genre de plans.",2510,2025-04-28 22:32:00,Anonymisé
"Bonjour,
N'y a t-il pas suffisamment de stations touristiques qui visent le luxe ? Peux t-on envisager de laisser quelques morceaux de nature pour ceux qui l'aiment sans SPA ni hôtel luxueux ? Je trouverai ça assez indigne de la part de notre État d'autoriser la construction de complexes qui mêmes s'ils seront rentables vont être à destination des étrangers fortunés plutôt qu'à son peuple modeste ou autre touriste lambda ...
Je crois qu'il y a suffisamment de place à Courchevel, Val Thorens, Val d'Isere, Chamonix, Avoriaz sans parler.
Est-ce qu'il faut encore ajouter l'enjeu écologique par dessus cela ? Et qui financera la construction des infrastructures ""publiques"" pour accéder massivement à ces complexe hôtelier, routes et parking ?
Les impôts des modestes Français qui ne pourront plus trouver un gîte accessible dans le Vercors.
En espérant de tout cœur que nos préfets ne laisseront pas faire une telle chose.",2509,2025-04-28 22:30:00,Anonymisé
"Amoureux du Vercors j'ai eu l'immense bonheur d'y être collégien.

Sa beauté réside entre autres dans ses villages à tailles raisonnables , un tourisme raisonné.
Déjà Côte 2000 jure dans ce paysage faut il continuer dans cette direction ?
Je ne le crois pas. Bien sûr le projet Parker est sensiblement différent mais  l'échelle du projet ne me paraît pas en accord avec le territoire sur lequel il est envisagé...

Gardons au Vercors son identité.",2508,2025-04-28 22:28:00,Anonymisé
"J'ai 64 ans. J'ai découvert le Vercors à 12/13 ans, en colo à Corrençon. Depuis j'y suis toujours revenu en famille. J'ai appris le ski en parti aux Cochettes quand je venais à la Conversaria. Mes enfants sont attachés à ce coin. Nous sommes très fréquemment sur Lans et passons donc beaucoup de temps dans le secteur de Villard (ski, raquettes, rando, vélo...). Nous trouvons vraiment désolant de voir qu'un tel projet ( attention, j'aime bien le Parker sportif) puisse se réaliser sur ce site déjà très bâti dans ce lieu au départ sauvage et à proximité du parc... Le parking est vraiment à la bonne place et déjà en permanence saturé. Tout simplement, je n'arrive pas à comprendre l'intérêt d'une structure de vacances qui ne s'adresse sans doute pas au citoyen smicard lambda. Et qui va relancer quoi? Et pour combien de temps? La station de ski occasionne forcément des dommages à la montagne pour notre plaisir à tous mais il me semble qu'elle est maintenant à protéger. J'ai bien écouté les arguments des uns et des autres lors de l'émission (France Inter) sur Tony Parker et je suis bien plus en phase avec ceux qui trouvent aberrant le projet et veulent protéger leur montagne. Merci pour la mise en place de cette consultation ""citoyenne"".",2507,2025-04-28 22:26:00,Anonymisé
Ce projet est celui du monde d'avant... ne détruisons plus nos paysages et nos ressources pour des projets de luxe.,2506,2025-04-28 22:25:00,Anonymisé
Avis de défavorable,2505,2025-04-28 22:23:00,Anonyme
"J'habite et travaille à Villard de Lans, toute l'année. Je suis profondément attachée a ce territoire encore sauvage et préservé.
Nous vivons en partie grace au tourisme et ne souhaitons pas qu'il n'y ait plus d'activités touristiques sur la plateau, au contraire.
C'est un plaisir de faire découvrir et partager ce magnifique territoire avec des personnes venant d'ailleurs, et c'est plaisant de les voir apprécier la beauté des paysages.
Nous sommes tout a fait conscient qu'il faut s'adapter au changement climatique et diversifier les activités proposées.
Néanmoins il n'y pas de place ici pour un projet d'une dimension telle que celui proposé par Mr Parker. Pas de place pour un modèle de tourisme de masse, qui n'a plus aucun sens en 2025. 
Le tourisme doit s'inscrire dans une logique de préservation et de respect du territoire et doit etre un moyen de sensibilisation a la beauté et la fragilité de nos environnements.",2504,2025-04-28 22:22:00,Anonyme
"J'ai acquis un appartement, il y a plusieurs années dans le village de Corrençon en vercors. On ne peut être sous le charme de ce village qui a su garder sa beauté grâce à ses forêts, son domaine skiable, ses commerces de proximité à taille humaine.
Au delà de la faisabilité de ce projet sous l'aspect technique auquel je
laisse soin à des personnes plus averties et expertes en la matière de répondre.
L’ampleur de ce projet est  en adéquation pour  homme d’affaire qui cherche à faire des profits tel Tony Parker.
Je déplore juste que les élus locaux aient écouté le chant des sirènes au détriment d’un tourisme vert et aux changements conséquent sans garanti que ce projet puisse apporter un atout favorable pour le Vercors.",2503,2025-04-28 22:21:00,Anonyme
"contre le projet de Tony Parker,
j'imagine que des personnes ayant le nécessaire pour acheter une station de ski et donc une partie de notre magnifique Vercors, seront en mesure de réfléchir et de s'entourer des bonnes personnes pour proposer un meilleur investissement que des hôtels de luxe ou autres projets qui me semblent être hors sujet dans le Vercors, loin des préoccupations des habitants, et surtout qui n'aidera en rien a préserver cette espace. Si la neige disparaît en moyenne montagne entre autres, on en connaît bien les causes, et ce n'est pas ce genre de projet qui vont dans le bon sens.",2502,2025-04-28 22:20:00,Anonymisé
"Parce que l’avenir environnemental, social et économique d’un territoire doit passer avant les caprices de quelques portes monnaies, je souhaite sincèrement le retrait du projet sur Villard et correncon. En tant qu’habitant à l’année du plateau du Vercors, on peut le dire : nous n’avons pas besoin de ça pour vivre, au contraire!!!",2501,2025-04-28 22:19:00,Anonyme
